DATE,NFCICREDIT
2008-11-07,2.48779
2008-11-14,2.59316
2008-11-21,2.67665
2008-11-28,2.71968
2008-12-05,2.72222
2008-12-12,2.67942
2008-12-19,2.59223
2008-12-26,2.46998
2009-01-02,2.33829
2009-01-09,2.20006
2009-01-16,2.07759
2009-01-23,1.98815
2009-01-30,1.92838
2009-02-06,1.90181
2009-02-13,1.90444
2009-02-20,1.92454
2009-02-27,1.94705
2009-03-06,1.96195
2009-03-13,1.95238
2009-03-20,1.91541
2009-03-27,1.85044
2009-04-03,1.76473
2009-04-10,1.65688
2009-04-17,1.54954
2009-04-24,1.43879
2009-05-01,1.33088
2009-05-08,1.23271
2009-05-15,1.15008
2009-05-22,1.07727
2009-05-29,1.01753
2009-06-05,0.96744
2009-06-12,0.92597
2009-06-19,0.88993
2009-06-26,0.85279
2009-07-03,0.81318
2009-07-10,0.76925
2009-07-17,0.72093
2009-07-24,0.66731
2009-07-31,0.61627
2009-08-07,0.57033
2009-08-14,0.53151
2009-08-21,0.49606
2009-08-28,0.46676
2009-09-04,0.44241
2009-09-11,0.42029
2009-09-18,0.40179
2009-09-25,0.38521
2009-10-02,0.37335
2009-10-09,0.36160
2009-10-16,0.35114
2009-10-23,0.33587
2009-10-30,0.32172
2009-11-06,0.30301
2009-11-13,0.28005
2009-11-20,0.25190
2009-11-27,0.21913
2009-12-04,0.18130
2009-12-11,0.14015
2009-12-18,0.10085
2009-12-25,0.06577
2010-01-01,0.04005
2010-01-08,0.02292
2010-01-15,0.01864
2010-01-22,0.02078
2010-01-29,0.02839
2010-02-05,0.03522
2010-02-12,0.03723
2010-02-19,0.02983
2010-02-26,0.01289
2010-03-05,-0.01353
2010-03-12,-0.04615
2010-03-19,-0.07997
2010-03-26,-0.11026
2010-04-02,-0.13109
2010-04-09,-0.13828
2010-04-16,-0.12909
2010-04-23,-0.10413
2010-04-30,-0.06321
2010-05-07,-0.01157
2010-05-14,0.04158
2010-05-21,0.09351
2010-05-28,0.13419
2010-06-04,0.15955
2010-06-11,0.16906
2010-06-18,0.16091
2010-06-25,0.14178
2010-07-02,0.11641
2010-07-09,0.08800
2010-07-16,0.06114
2010-07-23,0.04673
2010-07-30,0.03923
2010-08-06,0.04020
2010-08-13,0.04826
2010-08-20,0.05664
2010-08-27,0.06214
2010-09-03,0.06113
2010-09-10,0.05042
2010-09-17,0.03141
2010-09-24,0.00525
2010-10-01,-0.02673
2010-10-08,-0.06137
2010-10-15,-0.09563
2010-10-22,-0.12535
2010-10-29,-0.15228
2010-11-05,-0.17412
2010-11-12,-0.19038
2010-11-19,-0.20480
2010-11-26,-0.21700
2010-12-03,-0.22992
2010-12-10,-0.24462
2010-12-17,-0.26042
2010-12-24,-0.27719
2010-12-31,-0.29431
2011-01-07,-0.30980
2011-01-14,-0.32343
2011-01-21,-0.33579
2011-01-28,-0.34370
2011-02-04,-0.34701
2011-02-11,-0.34457
2011-02-18,-0.33810
2011-02-25,-0.32819
2011-03-04,-0.31883
2011-03-11,-0.31122
2011-03-18,-0.30675
2011-03-25,-0.30831
2011-04-01,-0.31283
2011-04-08,-0.31864
2011-04-15,-0.32382
2011-04-22,-0.32469
2011-04-29,-0.32133
2011-05-06,-0.31316
2011-05-13,-0.30031
2011-05-20,-0.28796
2011-05-27,-0.27584
2011-06-03,-0.26758
2011-06-10,-0.26360
2011-06-17,-0.26391
2011-06-24,-0.26749
2011-07-01,-0.26907
2011-07-08,-0.26247
2011-07-15,-0.24502
2011-07-22,-0.21155
2011-07-29,-0.16370
2011-08-05,-0.10263
2011-08-12,-0.03490
2011-08-19,0.03023
2011-08-26,0.08748
2011-09-02,0.13014
2011-09-09,0.15797
2011-09-16,0.16811
2011-09-23,0.16403
2011-09-30,0.14890
2011-10-07,0.12902
2011-10-14,0.10472
2011-10-21,0.09472
2011-10-28,0.09100
2011-11-04,0.09945
2011-11-11,0.11592
2011-11-18,0.13587
2011-11-25,0.15329
2011-12-02,0.16054
2011-12-09,0.15773
2011-12-16,0.14278
2011-12-23,0.11641
2011-12-30,0.08120
2012-01-06,0.04327
2012-01-13,0.00404
2012-01-20,-0.02478
2012-01-27,-0.04868
2012-02-03,-0.06285
2012-02-10,-0.07087
2012-02-17,-0.07512
2012-02-24,-0.07987
2012-03-02,-0.08755
2012-03-09,-0.09785
2012-03-16,-0.11231
2012-03-23,-0.12603
2012-03-30,-0.13577
2012-04-06,-0.13768
2012-04-13,-0.13141
2012-04-20,-0.10997
2012-04-27,-0.08051
2012-05-04,-0.04268
2012-05-11,-0.00086
2012-05-18,0.03973
2012-05-25,0.07209
2012-06-01,0.09419
2012-06-08,0.10321
2012-06-15,0.09873
2012-06-22,0.08400
2012-06-29,0.06323
2012-07-06,0.04090
2012-07-13,0.01846
2012-07-20,0.00631
2012-07-27,-0.00322
2012-08-03,-0.00910
2012-08-10,-0.01342
2012-08-17,-0.01875
2012-08-24,-0.02766
2012-08-31,-0.04137
2012-09-07,-0.06066
2012-09-14,-0.08422
2012-09-21,-0.10835
2012-09-28,-0.12926
2012-10-05,-0.14467
2012-10-12,-0.15373
2012-10-19,-0.14908
2012-10-26,-0.13942
2012-11-02,-0.12402
2012-11-09,-0.10778
2012-11-16,-0.09465
2012-11-23,-0.08980
2012-11-30,-0.09275
2012-12-07,-0.10476
2012-12-14,-0.12416
2012-12-21,-0.14821
2012-12-28,-0.17230
2013-01-04,-0.19469
2013-01-11,-0.21342
2013-01-18,-0.22071
2013-01-25,-0.22494
2013-02-01,-0.22287
2013-02-08,-0.21812
2013-02-15,-0.21345
2013-02-22,-0.21229
2013-03-01,-0.21467
2013-03-08,-0.22351
2013-03-15,-0.23744
2013-03-22,-0.25702
2013-03-29,-0.27936
2013-04-05,-0.30234
2013-04-12,-0.32546
2013-04-19,-0.34150
2013-04-26,-0.35491
2013-05-03,-0.36199
2013-05-10,-0.36363
2013-05-17,-0.35909
2013-05-24,-0.35181
2013-05-31,-0.34145
2013-06-07,-0.33132
2013-06-14,-0.32292
2013-06-21,-0.31919
2013-06-28,-0.31895
2013-07-05,-0.32176
2013-07-12,-0.32760
2013-07-19,-0.32972
2013-07-26,-0.33269
2013-08-02,-0.33223
2013-08-09,-0.32977
2013-08-16,-0.32603
2013-08-23,-0.32293
2013-08-30,-0.32061
2013-09-06,-0.32171
2013-09-13,-0.32570
2013-09-20,-0.33332
2013-09-27,-0.34328
2013-10-04,-0.35504
2013-10-11,-0.36804
2013-10-18,-0.37971
2013-10-25,-0.39177
2013-11-01,-0.40134
2013-11-08,-0.41043
2013-11-15,-0.41846
2013-11-22,-0.42656
2013-11-29,-0.43402
2013-12-06,-0.44102
2013-12-13,-0.44566
2013-12-20,-0.45000
2013-12-27,-0.45185
2014-01-03,-0.44991
2014-01-10,-0.44563
2014-01-17,-0.44063
2014-01-24,-0.43515
2014-01-31,-0.42998
2014-02-07,-0.42667
2014-02-14,-0.42403
2014-02-21,-0.42324
2014-02-28,-0.42141
2014-03-07,-0.41838
2014-03-14,-0.41280
2014-03-21,-0.40727
2014-03-28,-0.39909
2014-04-04,-0.39133
2014-04-11,-0.38346
2014-04-18,-0.37653
2014-04-25,-0.37184
2014-05-02,-0.36916
2014-05-09,-0.36875
2014-05-16,-0.37063
2014-05-23,-0.37567
2014-05-30,-0.38121
2014-06-06,-0.38705
2014-06-13,-0.39166
2014-06-20,-0.39577
2014-06-27,-0.39742
2014-07-04,-0.39690
2014-07-11,-0.39457
2014-07-18,-0.38879
2014-07-25,-0.38209
2014-08-01,-0.37358
2014-08-08,-0.36526
2014-08-15,-0.35665
2014-08-22,-0.34755
2014-08-29,-0.33681
2014-09-05,-0.32587
2014-09-12,-0.31390
2014-09-19,-0.30355
2014-09-26,-0.29368
2014-10-03,-0.28605
2014-10-10,-0.28147
2014-10-17,-0.27610
2014-10-24,-0.27316
2014-10-31,-0.27032
2014-11-07,-0.26674
2014-11-14,-0.26076
2014-11-21,-0.25216
2014-11-28,-0.24043
2014-12-05,-0.22591
2014-12-12,-0.20784
2014-12-19,-0.18838
2014-12-26,-0.17017
2015-01-02,-0.15107
2015-01-09,-0.13407
2015-01-16,-0.11892
2015-01-23,-0.10564
2015-01-30,-0.09664
2015-02-06,-0.09214
2015-02-13,-0.09174
2015-02-20,-0.09653
2015-02-27,-0.10443
2015-03-06,-0.11434
2015-03-13,-0.12459
2015-03-20,-0.13689
2015-03-27,-0.14702
2015-04-03,-0.15452
2015-04-10,-0.16042
2015-04-17,-0.15921
2015-04-24,-0.15755
2015-05-01,-0.15292
2015-05-08,-0.14708
2015-05-15,-0.14183
2015-05-22,-0.13966
2015-05-29,-0.13899
2015-06-05,-0.14061
2015-06-12,-0.14278
2015-06-19,-0.14594
2015-06-26,-0.14667
2015-07-03,-0.14172
2015-07-10,-0.13213
2015-07-17,-0.11347
2015-07-24,-0.08945
2015-07-31,-0.06054
2015-08-07,-0.03011
2015-08-14,-0.00019
2015-08-21,0.02538
2015-08-28,0.04614
2015-09-04,0.05936
2015-09-11,0.06541
2015-09-18,0.06547
2015-09-25,0.06007
2015-10-02,0.05279
2015-10-09,0.04425
2015-10-16,0.03810
2015-10-23,0.03829
2015-10-30,0.04329
2015-11-06,0.05398
2015-11-13,0.07005
2015-11-20,0.08756
2015-11-27,0.10735
2015-12-04,0.12778
2015-12-11,0.14864
2015-12-18,0.16928
2015-12-25,0.18913
2016-01-01,0.20977
2016-01-08,0.23104
2016-01-15,0.25084
2016-01-22,0.27397
2016-01-29,0.29098
2016-02-05,0.30237
2016-02-12,0.30545
2016-02-19,0.29742
2016-02-26,0.27939
2016-03-04,0.25336
2016-03-11,0.22350
2016-03-18,0.19331
2016-03-25,0.16662
2016-04-01,0.14500
2016-04-08,0.13010
2016-04-15,0.12089
2016-04-22,0.11916
2016-04-29,0.12119
2016-05-06,0.12716
2016-05-13,0.13439
2016-05-20,0.14173
2016-05-27,0.14779
2016-06-03,0.15273
2016-06-10,0.15572
2016-06-17,0.15753
2016-06-24,0.15447
2016-07-01,0.14865
2016-07-08,0.13844
2016-07-15,0.12507
2016-07-22,0.11170
2016-07-29,0.09880
2016-08-05,0.08965
2016-08-12,0.08417
2016-08-19,0.08422
2016-08-26,0.08705
2016-09-02,0.09441
2016-09-09,0.10237
2016-09-16,0.10946
2016-09-23,0.11365
2016-09-30,0.11528
2016-10-07,0.11190
2016-10-14,0.10512
2016-10-21,0.09728
2016-10-28,0.08617
2016-11-04,0.07476
2016-11-11,0.06193
2016-11-18,0.04945
2016-11-25,0.03560
2016-12-02,0.02256
2016-12-09,0.00917
2016-12-16,-0.00384
2016-12-23,-0.01703
2016-12-30,-0.03055
2017-01-06,-0.04406
2017-01-13,-0.05651
2017-01-20,-0.06934
2017-01-27,-0.08022
2017-02-03,-0.08773
2017-02-10,-0.09276
2017-02-17,-0.09349
2017-02-24,-0.09096
2017-03-03,-0.08638
2017-03-10,-0.08090
2017-03-17,-0.07532
2017-03-24,-0.07159
2017-03-31,-0.06989
2017-04-07,-0.06968
2017-04-14,-0.07016
2017-04-21,-0.07113
2017-04-28,-0.07239
2017-05-05,-0.07338
2017-05-12,-0.07515
2017-05-19,-0.07709
2017-05-26,-0.08296
2017-06-02,-0.08966
2017-06-09,-0.09810
2017-06-16,-0.10788
2017-06-23,-0.11755
2017-06-30,-0.12710
2017-07-07,-0.13558
2017-07-14,-0.14143
2017-07-21,-0.14541
2017-07-28,-0.14549
2017-08-04,-0.14231
2017-08-11,-0.13724
2017-08-18,-0.13182
2017-08-25,-0.12846
2017-09-01,-0.12757
2017-09-08,-0.13039
2017-09-15,-0.13756
2017-09-22,-0.14735
2017-09-29,-0.15909
2017-10-06,-0.17153
2017-10-13,-0.18206
2017-10-20,-0.18942
2017-10-27,-0.19299
2017-11-03,-0.19191
2017-11-10,-0.18760
2017-11-17,-0.18152
2017-11-24,-0.17471
2017-12-01,-0.16894
2017-12-08,-0.16527
2017-12-15,-0.16390
2017-12-22,-0.16600
2017-12-29,-0.16974
2018-01-05,-0.17492
2018-01-12,-0.17959
2018-01-19,-0.18377
2018-01-26,-0.18549
2018-02-02,-0.18305
2018-02-09,-0.17675
2018-02-16,-0.16824
2018-02-23,-0.15724
2018-03-02,-0.14600
2018-03-09,-0.13545
2018-03-16,-0.12702
2018-03-23,-0.12157
2018-03-30,-0.11950
2018-04-06,-0.12058
2018-04-13,-0.12459
2018-04-20,-0.13013
2018-04-27,-0.13532
2018-05-04,-0.13970
2018-05-11,-0.14353
2018-05-18,-0.14641
2018-05-25,-0.14740
2018-06-01,-0.14789
2018-06-08,-0.14850
2018-06-15,-0.14937
2018-06-22,-0.15019
2018-06-29,-0.15163
2018-07-06,-0.15374
2018-07-13,-0.15757
2018-07-20,-0.15986
2018-07-27,-0.16229
2018-08-03,-0.16441
2018-08-10,-0.16665
2018-08-17,-0.16836
2018-08-24,-0.17060
2018-08-31,-0.17340
2018-09-07,-0.17682
2018-09-14,-0.18092
2018-09-21,-0.18425
2018-09-28,-0.18672
2018-10-05,-0.18736
2018-10-12,-0.18486
2018-10-19,-0.17663
2018-10-26,-0.16545
2018-11-02,-0.14893
2018-11-09,-0.12859
2018-11-16,-0.10423
2018-11-23,-0.07835
2018-11-30,-0.05338
2018-12-07,-0.03155
2018-12-14,-0.01471
2018-12-21,-0.00464
2018-12-28,-0.00257
2019-01-04,-0.00783
2019-01-11,-0.01977
2019-01-18,-0.03588
2019-01-25,-0.05500
2019-02-01,-0.07294
2019-02-08,-0.08885
2019-02-15,-0.10110
2019-02-22,-0.11032
2019-03-01,-0.11607
2019-03-08,-0.11948
2019-03-15,-0.12131
2019-03-22,-0.12390
2019-03-29,-0.12588
2019-04-05,-0.12783
2019-04-12,-0.12897
2019-04-19,-0.12917
2019-04-26,-0.12670
2019-05-03,-0.12126
2019-05-10,-0.11371
2019-05-17,-0.10469
2019-05-24,-0.09580
2019-05-31,-0.08779
2019-06-07,-0.08267
2019-06-14,-0.08053
2019-06-21,-0.08134
2019-06-28,-0.08323
2019-07-05,-0.08603
2019-07-12,-0.08800
2019-07-19,-0.08602
2019-07-26,-0.08299
2019-08-02,-0.07574
2019-08-09,-0.06533
2019-08-16,-0.05309
2019-08-23,-0.04094
2019-08-30,-0.02934
2019-09-06,-0.02122
2019-09-13,-0.01608
2019-09-20,-0.01529
2019-09-27,-0.01833
2019-10-04,-0.02517
2019-10-11,-0.03479
2019-10-18,-0.04671
2019-10-25,-0.05973
2019-11-01,-0.07107
2019-11-08,-0.08087
2019-11-15,-0.08757
2019-11-22,-0.09172
2019-11-29,-0.09375
2019-12-06,-0.09643
2019-12-13,-0.10034
2019-12-20,-0.10909
2019-12-27,-0.12291
2020-01-03,-0.14219
2020-01-10,-0.16350
2020-01-17,-0.18422
2020-01-24,-0.19618
2020-01-31,-0.19254
2020-02-07,-0.16695
2020-02-14,-0.11136
2020-02-21,-0.02431
2020-02-28,0.09236
2020-03-06,0.22831
2020-03-13,0.37500
2020-03-20,0.51109
2020-03-27,0.61982
2020-04-03,0.69097
2020-04-10,0.72358
2020-04-17,0.71390
2020-04-24,0.66707
2020-05-01,0.59299
2020-05-08,0.50450
2020-05-15,0.41747
2020-05-22,0.33284
2020-05-29,0.26798
2020-06-05,0.22409
2020-06-12,0.20359
2020-06-19,0.19595
2020-06-26,0.19679
2020-07-03,0.19532
2020-07-10,0.19059
2020-07-17,0.15337
2020-07-24,0.11095
2020-07-31,0.05872
2020-08-07,0.00527
2020-08-14,-0.04214
2020-08-21,-0.07628
2020-08-28,-0.09400
2020-09-04,-0.09516
2020-09-11,-0.08103
2020-09-18,-0.05804
2020-09-25,-0.02834
2020-10-02,-0.00247
2020-10-09,0.01555
2020-10-16,0.02213
2020-10-23,0.01255
2020-10-30,-0.00739
2020-11-06,-0.03532
2020-11-13,-0.06729
2020-11-20,-0.09585
2020-11-27,-0.11979
2020-12-04,-0.13751
2020-12-11,-0.14693
2020-12-18,-0.15073
2020-12-25,-0.14819
2021-01-01,-0.14521
2021-01-08,-0.14232
2021-01-15,-0.14226
2021-01-22,-0.14820
2021-01-29,-0.15627
2021-02-05,-0.16741
2021-02-12,-0.18080
2021-02-19,-0.19282
2021-02-26,-0.20536
2021-03-05,-0.21803
2021-03-12,-0.22994
2021-03-19,-0.24325
2021-03-26,-0.25251
2021-04-02,-0.26244
2021-04-09,-0.26978
2021-04-16,-0.27663
2021-04-23,-0.27571
2021-04-30,-0.27295
2021-05-07,-0.26742
2021-05-14,-0.26119
2021-05-21,-0.25292
2021-05-28,-0.24850
2021-06-04,-0.24728
2021-06-11,-0.24914
2021-06-18,-0.25490
2021-06-25,-0.26036
2021-07-02,-0.26622
2021-07-09,-0.26789
2021-07-16,-0.26895
2021-07-23,-0.25758
2021-07-30,-0.24641
2021-08-06,-0.23249
2021-08-13,-0.21977
2021-08-20,-0.20931
2021-08-27,-0.20462
2021-09-03,-0.20472
2021-09-10,-0.20945
2021-09-17,-0.21845
2021-09-24,-0.22765
2021-10-01,-0.23697
2021-10-08,-0.24215
2021-10-15,-0.24498
2021-10-22,-0.23786
2021-10-29,-0.22808
2021-11-05,-0.21344
2021-11-12,-0.19842
2021-11-19,-0.18396
2021-11-26,-0.17329
2021-12-03,-0.16716
2021-12-10,-0.16759
2021-12-17,-0.17338
2021-12-24,-0.17972
2021-12-31,-0.18705
2022-01-07,-0.18974
2022-01-14,-0.18870
2022-01-21,-0.17477
2022-01-28,-0.15593
2022-02-04,-0.13077
2022-02-11,-0.10358
2022-02-18,-0.07430
2022-02-25,-0.04944
2022-03-04,-0.02947
2022-03-11,-0.01644
2022-03-18,-0.01174
2022-03-25,-0.01037
2022-04-01,-0.01363
2022-04-08,-0.01726
2022-04-15,-0.02030
2022-04-22,-0.01577
2022-04-29,-0.00929
2022-05-06,0.00207
2022-05-13,0.01633
2022-05-20,0.03536
2022-05-27,0.05526
2022-06-03,0.07727
2022-06-10,0.09946
2022-06-17,0.11990
2022-06-24,0.13739
2022-07-01,0.14824
2022-07-08,0.15062
2022-07-15,0.14679
2022-07-22,0.13228
2022-07-29,0.11425
2022-08-05,0.09621
2022-08-12,0.08086
2022-08-19,0.07339
2022-08-26,0.07558
2022-09-02,0.08811
2022-09-09,0.10836
2022-09-16,0.13486
2022-09-23,0.16345
2022-09-30,0.18831
2022-10-07,0.20294
2022-10-14,0.21106
2022-10-21,0.19915
2022-10-28,0.18077
2022-11-04,0.15571
2022-11-11,0.13028
2022-11-18,0.11000
2022-11-25,0.09652
2022-12-02,0.09335
2022-12-09,0.09895
2022-12-16,0.11171
2022-12-23,0.12465
2022-12-30,0.13473
2023-01-06,0.13557
2023-01-13,0.12993
2023-01-20,0.09946
2023-01-27,0.06454
2023-02-03,0.02167
2023-02-10,-0.02216
2023-02-17,-0.06279
