,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
02/21/2015,280639,91.9,305000,292250,2835373,121.1,2341000,2325250,2.1,1.8,133397155
02/28/2015,315566,99.7,317000,301250,2804577,119,2357000,2340250,2.1,1.8,133397155
03/07/2015,277925,95,293000,300000,2729749,115.6,2361000,2344500,2,1.8,133397155
03/14/2015,260242,89.8,290000,301250,2705148,114.6,2361000,2355000,2,1.8,133397155
03/21/2015,248032,87.2,284000,296000,2564097,111.2,2306000,2346250,1.9,1.7,133397155
03/28/2015,239748,89.1,269000,284000,2476255,108.7,2278000,2326500,1.9,1.7,133397155
04/04/2015,253533,89.8,282000,281250,2381913,104.8,2273000,2304500,1.8,1.7,134074626
04/11/2015,308173,103.3,298000,283250,2389911,103,2320000,2294250,1.8,1.7,134074626
04/18/2015,279797,95,295000,286000,2281070,100.1,2279000,2287500,1.7,1.7,134074626
04/25/2015,250780,93.2,269000,286000,2199763,97.6,2254000,2281500,1.6,1.7,134074626
05/02/2015,236421,88.5,267000,282250,2138615,94.6,2261000,2278500,1.6,1.7,134074626
05/09/2015,242882,89.7,271000,275500,2079285,92.3,2253000,2261750,1.6,1.7,134074626
05/16/2015,243612,88.4,276000,270750,2079191,92.1,2258000,2256500,1.6,1.7,134074626
05/23/2015,253454,90.2,281000,273750,2018773,90.3,2236000,2252000,1.5,1.7,134074626
05/30/2015,230676,84,275000,275750,2096986,91.4,2294000,2260250,1.6,1.7,134074626
06/06/2015,275619,99.1,278000,277500,2056174,91.4,2250000,2259500,1.5,1.7,134074626
06/13/2015,258764,96.2,269000,275750,2102652,92.7,2268000,2262000,1.6,1.7,134074626
06/20/2015,263199,96.3,273000,273750,2106077,93,2265000,2269250,1.6,1.7,134074626
06/27/2015,274646,99.7,275000,273750,2138353,92.5,2312000,2273750,1.6,1.7,134074626
07/04/2015,303585,104.1,292000,277250,2235705,100.1,2233000,2269500,1.7,1.7,134803907
07/11/2015,344471,120.8,285000,281250,2255273,101.3,2226000,2259000,1.7,1.7,134803907
07/18/2015,262949,99.3,265000,279250,2258311,99.6,2267000,2259500,1.7,1.7,134803907
07/25/2015,230314,85.7,269000,277750,2214919,98.3,2253000,2244750,1.6,1.7,134803907
08/01/2015,224104,82.9,270000,272250,2209980,97.9,2257000,2250750,1.6,1.7,134803907
08/08/2015,239326,87.4,274000,269500,2161191,96.2,2247000,2256000,1.6,1.7,134803907
08/15/2015,229251,82.3,279000,273000,2163709,95.9,2256000,2253250,1.6,1.7,134803907
08/22/2015,226649,82.7,274000,274250,2108101,93.6,2252000,2253000,1.6,1.7,134803907
08/29/2015,230079,82.4,279000,276500,2061930,91.3,2258000,2253250,1.5,1.7,134803907
09/05/2015,232507,85.3,273000,276250,1942822,86.6,2243000,2252250,1.4,1.7,134803907
09/12/2015,198903,75.2,264000,272500,1938894,86,2255000,2252000,1.4,1.7,134803907
09/19/2015,219342,81.6,269000,271250,1876960,84,2234000,2247500,1.4,1.7,134803907
09/26/2015,215116,79,272000,269500,1870678,83.5,2240000,2243000,1.4,1.7,134803907
10/03/2015,227176,85,267000,268000,1816410,82.3,2207000,2234000,1.3,1.6,135574808
10/10/2015,256522,96.7,265000,268250,1826779,82.5,2214000,2223750,1.3,1.6,135574808
10/17/2015,232860,88.1,264000,267000,1860474,84.8,2194000,2213750,1.4,1.6,135574808
10/24/2015,245365,93,264000,265000,1874526,84.5,2218000,2208250,1.4,1.6,135574808
10/31/2015,258440,94.1,275000,267000,1900517,86.2,2205000,2207750,1.4,1.6,135574808
11/07/2015,291098,105.6,276000,269750,1905959,86.3,2209000,2206500,1.4,1.6,135574808
11/14/2015,264816,97.3,272000,271750,2006025,91.8,2185000,2204250,1.5,1.6,135574808
11/21/2015,305424,117.2,261000,271000,1891197,86.7,2181000,2195000,1.4,1.6,135574808
11/28/2015,262628,99.2,265000,268500,2299417,101.8,2259000,2208500,1.7,1.7,135574808
12/05/2015,384491,137.4,280000,269500,2206522,98.4,2242000,2216750,1.6,1.7,135574808
12/12/2015,313276,116.7,268000,268500,2286725,104.4,2190000,2218000,1.7,1.6,135574808
12/19/2015,319641,122.9,260000,268250,2191682,100.7,2176000,2216750,1.6,1.6,135574808
12/26/2015,346542,125.7,276000,271000,2502457,113.4,2207000,2203750,1.8,1.6,135574808
01/02/2016,405368,148.4,273000,269250,2803326,126.4,2218000,2197750,2.1,1.6,136270223
01/09/2016,502904,177.3,284000,273250,2680476,122.4,2190000,2197750,2,1.6,136270223
01/16/2016,378747,130.8,290000,280750,2656738,119.6,2221000,2209000,1.9,1.6,136270223
01/23/2016,295936,110.2,269000,279000,2688858,122.3,2199000,2207000,2,1.6,136270223
01/30/2016,311940,110.6,282000,281250,2680598,121.3,2210000,2205000,2,1.6,136270223
02/06/2016,290796,109.2,266000,276750,2657981,120.1,2213000,2210750,2,1.6,136270223
02/13/2016,258380,98.6,262000,269750,2612427,118.4,2206000,2207000,1.9,1.6,136270223
02/20/2016,248870,92.2,270000,270000,2670398,121.2,2203000,2208000,2,1.6,136270223
02/27/2016,265802,98.8,269000,266750,2600820,119.3,2180000,2200500,1.9,1.6,136270223
03/05/2016,247628,97,255000,264000,2548304,115.7,2203000,2198000,1.9,1.6,136270223
03/12/2016,236888,90,263000,264250,2492144,115.2,2163000,2187250,1.8,1.6,136270223
03/19/2016,230882,87.4,264000,262750,2409099,112.7,2138000,2171000,1.8,1.6,136270223
03/26/2016,235716,87.1,271000,263250,2375518,109.7,2165000,2167250,1.7,1.6,136270223
04/02/2016,245035,89.7,273000,267750,2280430,106,2151000,2154250,1.7,1.6,136969042
04/09/2016,270419,103,263000,267750,2211972,103.4,2139000,2148250,1.6,1.6,136969042
04/16/2016,242400,94.5,257000,266000,2154608,100.9,2135000,2147500,1.6,1.6,136969042
04/23/2016,245040,94.6,259000,263000,2094406,98,2137000,2140500,1.5,1.6,136969042
04/30/2016,243392,87.7,278000,264250,2080555,95.3,2183000,2148500,1.5,1.6,136969042
05/07/2016,261899,90.6,289000,270750,2014816,92.2,2185000,2160000,1.5,1.6,136969042
05/14/2016,244869,87.9,279000,276250,2009243,92.3,2177000,2170500,1.5,1.6,136969042
05/21/2016,240798,90.1,267000,278250,1975916,90.4,2186000,2182750,1.4,1.6,136969042
05/28/2016,246740,93.8,263000,274500,1939391,91,2131000,2169750,1.4,1.6,136969042
06/04/2016,232300,87.6,265000,268500,1982999,91.4,2170000,2166000,1.4,1.6,136969042
06/11/2016,266277,97.7,273000,267000,1994248,92.4,2158000,2161250,1.5,1.6,136969042
06/18/2016,247968,95,261000,265500,2009079,93,2160000,2154750,1.5,1.6,136969042
06/25/2016,263662,100.7,262000,265250,2044616,95.6,2139000,2156750,1.5,1.6,136969042
07/02/2016,267437,104.7,255000,262750,2037038,95.6,2131000,2147000,1.5,1.5,137652280
07/09/2016,298673,118.4,252000,257500,2161272,101.7,2125000,2138750,1.6,1.5,137652280
07/16/2016,268526,103.2,260000,257250,2143920,100.2,2140000,2133750,1.6,1.6,137652280
07/23/2016,231925,87.9,264000,257750,2104590,98.6,2134000,2132500,1.5,1.6,137652280
07/30/2016,219202,82.3,266000,260500,2110850,98.5,2143000,2135500,1.5,1.6,137652280
08/06/2016,231542,87.3,265000,263750,2083250,96.6,2157000,2143500,1.5,1.6,137652280
08/13/2016,219570,83.1,264000,264750,2061744,96.5,2137000,2142750,1.5,1.6,137652280
08/20/2016,217011,82.3,264000,264750,2021172,94.1,2148000,2146250,1.5,1.6,137652280
08/27/2016,215688,82.5,261000,263500,1972966,92.3,2138000,2145000,1.4,1.6,137652280
09/03/2016,217715,84.7,257000,261500,1867279,86.9,2149000,2143000,1.4,1.6,137652280
09/10/2016,193291,76.6,252000,258500,1835919,87,2110000,2136250,1.3,1.5,137652280
09/17/2016,205649,82.1,250000,255000,1756097,83.7,2098000,2123750,1.3,1.5,137652280
09/24/2016,198455,80.4,247000,251500,1744083,83.8,2081000,2109500,1.3,1.5,137652280
10/01/2016,200456,81.7,245000,248500,1709974,82.2,2080000,2092250,1.2,1.5,138322138
10/08/2016,238581,95.6,250000,248000,1706702,82,2081000,2085000,1.2,1.5,138322138
10/15/2016,233633,88.8,263000,251250,1739879,84.1,2069000,2077750,1.3,1.5,138322138
10/22/2016,237314,92.6,256000,253500,1741961,84.3,2066000,2074000,1.3,1.5,138322138
10/29/2016,245751,92.9,265000,258500,1763155,85.3,2067000,2070750,1.3,1.5,138322138
11/05/2016,258608,103.4,250000,258500,1740791,85.1,2046000,2062000,1.3,1.5,138322138
11/12/2016,223770,96.3,232000,250750,1857234,90.8,2045000,2056000,1.3,1.5,138322138
11/19/2016,287794,117,246000,248250,1746231,85.2,2050000,2052000,1.3,1.5,138322138
11/26/2016,249774,97.8,255000,245750,2070694,101.6,2038000,2044750,1.5,1.5,138322138
12/03/2016,351580,141.8,248000,245250,1996669,98.4,2029000,2040500,1.4,1.5,138322138
12/10/2016,305268,121.1,252000,250250,2097013,103.3,2030000,2036750,1.5,1.5,138322138
12/17/2016,315068,121.4,260000,253750,2117870,101.9,2078000,2043750,1.5,1.5,138322138
12/24/2016,343213,133.7,257000,254250,2253543,108.5,2077000,2053500,1.6,1.5,138322138
12/31/2016,350561,143.7,244000,253250,2467654,121.7,2028000,2053250,1.8,1.5,138322138
01/07/2017,414742,169.6,245000,251500,2518545,121.1,2080000,2065750,1.8,1.5,138930224
01/14/2017,352799,146.8,240000,246500,2464292,117.4,2099000,2071000,1.8,1.5,138930224
01/21/2017,284030,113.8,250000,244750,2494547,120.7,2067000,2068500,1.8,1.5,138930224
01/28/2017,280983,116.5,241000,244000,2482809,119.5,2078000,2081000,1.8,1.5,138930224
02/04/2017,259713,112.8,230000,240250,2464850,119.4,2064000,2077000,1.8,1.5,138930224
02/11/2017,245886,105.4,233000,238500,2489682,119.9,2076000,2071250,1.8,1.5,138930224
02/18/2017,239322,100.8,237000,235250,2392472,117.6,2034000,2063000,1.7,1.5,138930224
02/25/2017,212829,96.2,221000,230250,2447592,118.5,2065000,2059750,1.8,1.5,138930224
03/04/2017,243959,103.4,236000,231750,2349381,116.3,2020000,2048750,1.7,1.5,138930224
03/11/2017,222227,97.3,228000,230500,2281836,114,2002000,2030250,1.6,1.4,138930224
03/18/2017,224693,95.5,235000,230000,2283882,113,2021000,2027000,1.6,1.5,138930224
03/25/2017,228269,96.6,236000,233750,2221962,109.6,2027000,2017500,1.6,1.5,138930224
04/01/2017,208347,96.3,216000,228750,2136831,107.4,1990000,2010000,1.5,1.4,139505637
04/08/2017,239823,108.1,222000,227250,2042394,103.8,1968000,2001500,1.5,1.4,139505637
04/15/2017,225864,97.8,231000,226250,2012236,102.6,1961000,1986500,1.4,1.4,139505637
04/22/2017,241611,101.4,238000,226750,1948731,99.3,1962000,1970250,1.4,1.4,139505637
04/29/2017,210955,90.9,232000,230750,1852170,97.7,1896000,1946750,1.3,1.4,139505637
05/06/2017,215040,92.2,233000,233500,1781847,94.2,1892000,1927750,1.3,1.4,139505637
05/13/2017,206905,88.6,234000,234250,1783911,93.8,1902000,1913000,1.3,1.4,139505637
05/20/2017,210544,89.4,236000,233750,1759705,92.6,1900000,1897500,1.3,1.4,139505637
05/27/2017,232138,91.6,253000,239000,1751112,92.6,1891000,1896250,1.3,1.4,139505637
06/03/2017,212696,84.8,251000,243500,1783314,93.4,1909000,1900500,1.3,1.4,139505637
06/10/2017,234652,95.6,245000,246250,1795184,93.8,1914000,1903500,1.3,1.4,139505637
06/17/2017,228883,91.8,249000,249500,1811385,94.6,1915000,1907250,1.3,1.4,139505637
06/24/2017,239635,96.9,247000,248000,1867478,96.8,1929000,1916750,1.3,1.4,139505637
07/01/2017,252886,98.6,256000,249250,1839969,96.3,1911000,1917250,1.3,1.4,139989708
07/08/2017,284329,109.6,259000,252750,1996804,102.8,1942000,1924250,1.4,1.4,139989708
07/15/2017,257763,105.2,245000,251750,1973777,102.3,1929000,1927750,1.4,1.4,139989708
07/22/2017,220455,88.7,249000,252250,1939674,100.6,1928000,1927500,1.4,1.4,139989708
07/29/2017,198776,81.1,245000,249500,1920454,99.7,1926000,1931250,1.4,1.4,139989708
08/05/2017,211924,83.3,254000,248250,1889713,98,1928000,1927750,1.3,1.4,139989708
08/12/2017,198280,81,245000,248250,1885774,97.9,1926000,1927000,1.3,1.4,139989708
08/19/2017,195130,79.7,245000,247250,1841596,95.5,1928000,1927000,1.3,1.4,139989708
08/26/2017,196227,79.4,247000,247750,1812487,94.8,1912000,1923500,1.3,1.4,139989708
09/02/2017,250627,84.4,297000,258500,1699145,88.9,1911000,1919250,1.2,1.4,139989708
09/09/2017,211923,75.6,280000,267250,1738986,89.7,1939000,1922500,1.2,1.4,139989708
09/16/2017,212313,81.5,261000,271250,1622607,86.7,1872000,1908500,1.2,1.3,139989708
09/23/2017,212987,80.6,264000,275500,1614906,86.3,1871000,1898250,1.2,1.3,139989708
09/30/2017,204180,78.5,260000,266250,1582806,84.6,1871000,1888250,1.1,1.3,139989708
10/07/2017,229241,91.1,252000,259250,1566253,83.8,1869000,1870750,1.1,1.3,140510815
10/14/2017,205592,87.4,235000,252750,1603587,84.3,1902000,1878250,1.1,1.4,140510815
10/21/2017,216004,89.5,241000,247000,1608736,84.1,1913000,1888750,1.1,1.4,140510815
10/28/2017,215977,89.7,241000,242250,1631860,84.7,1927000,1902750,1.2,1.4,140510815
11/04/2017,242111,97.6,248000,241250,1623213,83.7,1939000,1920250,1.2,1.4,140510815
11/11/2017,236654,93.3,254000,246000,1724422,88.7,1944000,1930750,1.2,1.4,140510815
11/18/2017,275004,111.8,246000,247250,1618630,82,1974000,1946000,1.2,1.4,140510815
11/25/2017,224851,92.4,243000,247750,1957137,98,1997000,1963500,1.4,1.4,140510815
12/02/2017,326052,135.1,241000,246000,1869012,95.7,1953000,1967000,1.3,1.4,140510815
12/09/2017,282055,123.1,229000,239750,1968105,99.2,1984000,1977000,1.4,1.4,140510815
12/16/2017,287479,118,244000,239250,1985967,99,2006000,1985000,1.4,1.4,140510815
12/23/2017,325180,129.3,251000,241250,2066441,104.4,1979000,1980500,1.5,1.4,140510815
12/30/2017,351500,141.7,248000,243000,2301683,119.1,1933000,1975500,1.6,1.4,140510815
01/06/2018,403930,160.2,252000,248750,2416489,122.6,1971000,1972250,1.7,1.4,141013239
01/13/2018,354708,154.5,230000,245250,2287734,116,1972000,1963750,1.6,1.4,141013239
01/20/2018,260432,112.5,231000,240250,2376238,119.4,1990000,1966500,1.7,1.4,141013239
01/27/2018,268197,117.4,228000,235250,2310659,116.4,1985000,1979500,1.6,1.4,141013239
02/03/2018,243422,108.8,224000,228250,2323553,116.4,1996000,1985750,1.6,1.4,141013239
02/10/2018,233252,103.8,225000,227000,2260662,115.4,1959000,1982500,1.6,1.4,141013239
02/17/2018,212609,97.1,219000,224000,2258815,113.8,1985000,1981250,1.6,1.4,141013239
02/24/2018,196294,90.9,216000,221000,2232578,114.1,1957000,1974250,1.6,1.4,141013239
03/03/2018,225893,99.2,228000,222000,2193796,111.9,1960000,1965250,1.6,1.4,141013239
03/10/2018,205185,92.2,223000,221500,2108273,108.2,1948000,1962500,1.5,1.4,141013239
03/17/2018,198649,88.4,225000,223000,2111985,107.8,1959000,1956000,1.5,1.4,141013239
03/24/2018,195433,88.6,221000,224250,2003104,104.5,1917000,1946000,1.4,1.4,141013239
03/31/2018,201057,86.8,232000,225250,2001558,103,1943000,1941750,1.4,1.4,141013239
04/07/2018,231759,98.9,234000,228000,1929729,99,1949000,1942000,1.4,1.4,141433196
04/14/2018,226090,95.6,236000,230750,1865447,98.2,1900000,1927250,1.3,1.3,141433196
04/21/2018,200139,96.9,207000,227250,1738881,95.2,1827000,1904750,1.2,1.3,141433196
04/28/2018,186451,89.3,209000,221500,1724410,94,1834000,1877500,1.2,1.3,141433196
05/05/2018,190262,90.2,211000,215750,1595249,90.4,1765000,1831500,1.1,1.2,141433196
05/12/2018,195214,87.9,222000,212250,1604119,90.7,1769000,1798750,1.1,1.3,141433196
05/19/2018,207043,89.9,230000,218000,1574005,89.9,1751000,1779750,1.1,1.2,141433196
05/26/2018,202846,91.2,222000,221250,1573324,90.6,1737000,1755500,1.1,1.2,141433196
06/02/2018,191523,85.9,223000,224250,1559759,92.3,1690000,1736750,1.1,1.2,141433196
06/09/2018,217289,98,222000,224250,1588055,93.8,1693000,1717750,1.1,1.2,141433196
06/16/2018,206023,94.4,218000,221250,1585979,94.9,1671000,1697750,1.1,1.2,141433196
06/23/2018,222766,100.3,222000,221250,1645954,98.5,1671000,1681250,1.2,1.2,141433196
06/30/2018,231539,101.7,228000,222500,1636791,97.9,1672000,1676750,1.2,1.2,141433196
07/07/2018,264869,122.5,216000,221000,1772705,105.8,1676000,1672500,1.2,1.2,141951699
07/14/2018,232238,113.1,205000,217750,1760512,106.1,1659000,1669500,1.2,1.2,141951699
07/21/2018,201288,95.7,210000,214750,1710317,105.3,1624000,1657750,1.2,1.1,141951699
07/28/2018,179880,86.8,207000,209500,1729890,104.4,1657000,1654000,1.2,1.2,141951699
08/04/2018,185174,88,210000,208000,1678892,103.4,1624000,1641000,1.2,1.1,141951699
08/11/2018,180038,87.5,206000,208250,1668840,102.7,1625000,1632500,1.2,1.1,141951699
08/18/2018,173331,83.6,207000,207500,1624222,101.2,1605000,1627750,1.1,1.1,141951699
08/25/2018,175745,83.4,211000,208500,1600035,99.9,1602000,1614000,1.1,1.1,141951699
09/01/2018,173607,86.5,201000,206250,1494794,94.9,1575000,1601750,1.1,1.1,141951699
09/08/2018,162640,79.9,204000,205750,1461553,95,1538000,1580000,1,1.1,141951699
09/15/2018,173624,84.3,206000,205500,1412803,91.5,1544000,1564750,1,1.1,141951699
09/22/2018,172930,84.3,205000,204000,1395338,90.3,1545000,1550500,1,1.1,141951699
09/29/2018,171816,81.9,210000,206250,1369317,88.2,1553000,1545000,1,1.1,141951699
10/06/2018,193936,92,211000,208000,1350834,86.3,1565000,1551750,0.9,1.1,142513638
10/13/2018,190501,91.6,208000,208500,1370783,86.3,1588000,1562750,1,1.1,142513638
10/20/2018,198733,91.7,217000,211500,1383438,86.3,1603000,1577250,1,1.1,142513638
10/27/2018,198530,91.7,216000,213000,1392026,86.2,1615000,1592750,1,1.1,142513638
11/03/2018,214814,98.4,218000,214750,1436650,87.5,1642000,1612000,1,1.2,142513638
11/10/2018,235981,106.6,221000,218000,1447041,86.9,1665000,1631250,1,1.2,142513638
11/17/2018,226576,100.7,225000,220000,1437625,82.2,1749000,1667750,1,1.2,142513638
11/24/2018,218658,92.1,237000,225250,1665498,98.9,1684000,1685000,1.2,1.2,142513638
12/01/2018,317936,136.9,232000,228750,1649838,97.4,1694000,1698000,1.2,1.2,142513638
12/08/2018,261525,126,208000,225500,1722153,98.7,1745000,1718000,1.2,1.2,142513638
12/15/2018,255195,117.5,217000,223500,1764701,100.5,1756000,1719750,1.2,1.2,142513638
12/22/2018,291581,127.9,228000,221250,1798455,101.6,1770000,1741250,1.3,1.2,142513638
12/29/2018,327388,137.6,238000,222750,2076626,116.5,1783000,1763500,1.5,1.3,142513638
01/05/2019,350681,155.5,226000,227250,2172537,121.1,1794000,1775750,1.5,1.3,143051794
01/12/2019,343678,158.3,217000,227250,2090268,116.8,1790000,1784250,1.5,1.3,143051794
01/19/2019,269369,126.6,213000,223500,2124743,116.1,1830000,1799250,1.5,1.3,143051794
01/26/2019,250580,106.8,235000,222750,2098575,114.9,1826000,1810000,1.5,1.3,143051794
02/02/2019,254263,108.2,235000,225000,2142462,114.7,1868000,1828500,1.5,1.3,143051794
02/09/2019,242762,105.3,231000,228500,2084361,113.4,1838000,1840500,1.5,1.3,143051794
02/16/2019,210679,97.8,215000,229000,2125992,112,1898000,1857500,1.5,1.3,143051794
02/23/2019,203049,90.1,225000,226500,2112404,112.5,1878000,1870500,1.5,1.3,143051794
03/02/2019,220540,99,223000,223500,2088410,110.5,1890000,1876000,1.5,1.3,143051794
03/09/2019,209302,93,225000,222000,2008348,106.2,1891000,1889250,1.4,1.3,143051794
03/16/2019,194335,89,218000,222750,2009317,106.1,1894000,1888250,1.4,1.3,143051794
03/23/2019,190023,87.4,217000,220750,1908355,102.9,1855000,1882500,1.3,1.3,143051794
03/30/2019,183775,89.3,206000,216500,1861690,102.1,1823000,1865750,1.3,1.3,143051794
04/06/2019,196071,96.4,203000,211000,1730108,97.7,1771000,1835750,1.2,1.2,143629179
04/13/2019,196364,95.7,205000,207750,1703576,97.2,1753000,1800500,1.2,1.2,143629179
04/20/2019,211762,94.6,224000,209500,1647874,94.4,1746000,1773250,1.1,1.2,143629179
04/27/2019,204755,91,225000,214250,1633529,93.6,1745000,1753750,1.1,1.2,143629179
05/04/2019,204033,90.1,226000,220000,1539086,90,1710000,1738500,1.1,1.2,143629179
05/11/2019,188264,87.6,215000,222500,1543472,90.2,1711000,1728000,1.1,1.2,143629179
05/18/2019,191931,90,213000,219750,1509265,89.7,1683000,1712250,1.1,1.2,143629179
05/25/2019,198194,89.8,221000,218750,1521741,90.5,1681000,1696250,1.1,1.2,143629179
06/01/2019,189577,85.2,223000,218000,1538065,92.6,1661000,1684000,1.1,1.2,143629179
06/08/2019,220186,97.4,226000,220750,1522665,93.7,1625000,1662500,1.1,1.1,143629179
06/15/2019,205921,94.3,218000,222000,1558646,95.5,1632000,1649750,1.1,1.1,143629179
06/22/2019,225819,99.7,226000,223250,1588879,99.1,1603000,1630250,1.1,1.1,143629179
06/29/2019,224565,100.6,223000,223250,1610633,98.6,1634000,1623500,1.1,1.1,143629179
07/06/2019,231995,108.9,213000,220000,1702745,106.8,1594000,1615750,1.2,1.1,144199701
07/13/2019,243621,115.9,210000,218000,1697505,107.6,1578000,1602250,1.2,1.1,144199701
07/20/2019,196382,99,198000,211000,1680029,107.7,1560000,1591500,1.2,1.1,144199701
07/27/2019,178897,89.3,200000,205250,1665287,105.9,1573000,1576250,1.2,1.1,144199701
08/03/2019,179879,87.9,205000,203250,1679471,105.9,1586000,1574250,1.2,1.1,144199701
08/10/2019,186914,89.8,208000,202750,1619391,104.2,1554000,1568250,1.1,1.1,144199701
08/17/2019,171386,84.2,204000,204250,1615803,103.8,1557000,1567500,1.1,1.1,144199701
08/24/2019,176867,84.3,210000,206750,1566934,101.9,1538000,1558750,1.1,1.1,144199701
08/31/2019,179516,86.8,207000,207250,1476199,97.9,1508000,1539250,1,1,144199701
09/07/2019,160342,81.5,197000,204500,1465554,97.2,1508000,1527750,1,1,144199701
09/14/2019,173134,83.9,206000,205000,1399601,94.6,1479000,1508250,1,1,144199701
09/21/2019,175394,86.3,203000,203250,1383346,92.4,1497000,1498000,1,1,144199701
09/28/2019,172968,82.6,209000,203750,1392109,90.6,1537000,1505250,1,1.1,144199701
10/05/2019,188106,90.1,209000,206750,1369887,87.9,1558000,1517750,0.9,1.1,144758990
10/12/2019,201677,96,210000,207750,1386868,87.3,1589000,1545250,1,1.1,144758990
