Date,Standardized_index0,Standardized_index1,Standardized_index2,Standardized_index3,Standardized_index4,Standardized_index5,Standardized_index6,Standardized_index7,Standardized_index8,Standardized_index9
2000-01,2.094145269004997,0.0,2.5656823232216426,-0.8172854093556425,0.6122324525455146,0.6053479129551232,0.9381075370605241,0.0,-0.059078847871656584,-0.7564344062351073
2000-02,2.036355955448012,0.0,0.16855139282769735,-0.8538116524238862,0.40905751519435496,-0.0030402374286648145,0.846411045911296,0.0,-0.10296016623473048,-1.1012696516464797
2000-03,1.6896200741061038,0.0,-0.3803997914309316,-0.8011313538870093,0.11027084261911942,0.5683648435725381,0.7389951562793433,0.0,-0.013265691589533847,-1.3010299798481348
2000-04,1.8629880147770586,0.0,-0.48939636391987396,-0.7917680276182463,0.014659107395043546,0.6541033707898226,0.5975205699348202,0.0,0.08694640062891089,-1.4573318205336274
2000-05,1.9868222581134543,0.0,-0.7640042334429856,-0.8178879996600679,-0.4514481018223237,0.5806925333667331,0.45604598359029697,0.0,0.08495656757564628,-1.4086271737074905
2000-06,1.63183076054912,0.0,-0.5179682809800817,-0.7744319680909326,-0.630720105367465,1.084795091707736,0.5320230762568001,0.0,0.12770248119903074,-1.425708173625886
2000-07,1.7886874687752206,0.0,0.3423638882772968,-0.8015717083402432,-0.3916907673072766,0.5615901671991517,0.4534260838431762,0.0,0.1670371810228111,-1.3156864388573974
2000-08,1.7061313065509567,0.0,-0.9796163853325195,-0.8764551419401769,-0.630720105367465,0.6924191633934018,0.4796250813143842,0.0,0.13035275884107989,-1.445672411382169
2000-09,1.6648532254388249,0.0,-1.1772388116656258,-0.7554967266018748,-0.7621862413005688,0.9116521332469245,0.5267832767625585,0.0,0.15658805770290402,-1.3129233359294217
2000-10,1.582297063214561,0.0,-0.5444237597395337,-0.7765410341564213,-0.821943575815616,0.5614791069307354,0.5451225749924041,0.0,0.23347660676359824,-1.1927941467274286
2000-11,1.7308981552182356,0.0,-0.011345862736575776,-0.7762397390042086,-0.7382833074945496,0.44919717556198596,0.6420588656358738,0.0,0.3298285228503203,-1.1754260711801527
2000-12,0.971381462755009,0.0,1.7064083731146427,-0.7882220154422048,-1.574885990705209,0.4475312715357434,0.45604598359029697,0.0,0.5191296405110715,-1.123927095655881
2001-01,0.6659236625252325,0.0,2.561449446620131,-0.8298007464475534,-2.017090266116558,0.2536200428811078,0.8647503441411416,0.0,0.5231123063659221,-0.5575436259528153
2001-02,0.32744339740575,0.0,0.14341868800621826,-0.7967741624550106,-1.8378182625714166,0.24129235308691271,0.7520946550149473,0.0,0.38803863902911373,-0.5120597662261368
2001-03,0.40174394340758796,0.0,-0.4481258170551288,-0.8521661173618017,-1.6465947921232658,-0.04202239164274105,0.7599543542563096,0.0,0.37111405899918576,-0.4003457961716153
2001-04,0.14581984051237046,0.0,-0.39759585262457553,-0.8602547333712034,-1.1685361160028889,-0.4090765787581882,0.7782936524861552,0.0,0.3341356614819471,0.0017610372014364606
2001-05,0.4430220245197199,0.0,-0.7560675898151497,-0.7816166986436963,-1.2402449174209456,-0.21383262688255852,0.7756737527390345,0.0,0.19781209901117858,0.24973696542849574
2001-06,0.49255572185427776,0.0,-0.4555333511077754,-0.8692472348372431,-0.8936523772336726,-0.3438842011978955,0.6734976626013233,0.0,0.19804057984166645,0.3303334482367231
2001-07,0.4760444894094259,0.0,0.6421044626218883,-0.8671613453219246,-0.72633184059154,-0.5651162558829094,0.6001404696819409,0.0,0.2323017053376757,0.32296517376212125
2001-08,0.40174394340758796,0.0,-0.9690341938287386,-0.7818484641453983,-0.11680702853806026,-0.4837090791338555,0.6446787653829945,0.0,0.18105200518087977,0.3409739688289279
2001-09,-0.3990508301677717,0.0,-1.1507833329061739,-0.890222012741279,-0.47535103562834286,-0.8650900408749889,0.5136837780269545,0.0,0.3083978208834392,0.7819962898752455
2001-10,-0.32475028416593377,0.0,-0.5166455070421095,-0.8829909290881749,-1.957332931601511,-0.9760392490227443,0.5163036777740754,0.0,0.40225494628277675,1.0339558146230654
2001-11,-0.22568288949681692,0.0,-0.07483901175926072,-0.8676016997751584,-0.7382833074945496,-0.7984538798252858,0.7389951562793433,0.0,0.31892843736608045,1.0650030438865021
2001-12,0.1788423054020753,0.0,1.5847131708211628,-0.8429882034944003,-0.4633995687253333,-0.8034515919040136,0.8149722489458465,0.0,0.30704543434849424,1.18823743447422
2002-01,0.5255781867439837,0.0,2.564094994496077,-0.870475591996264,-0.009243826410974786,-1.2084883908177915,0.7756737527390345,0.0,0.2782178529788368,1.2182105224262616
2002-02,0.3356990136281771,0.0,0.10241269592906736,-0.9048695924488488,0.6480868532545434,-0.8998519048892505,1.095301521887772,0.0,0.15861288781991947,1.0951935790363843
2002-03,0.7484798247494964,0.0,-0.48304704901760526,-0.8996780452107228,1.0185823272478347,-1.23869678382699,0.8437911461641753,0.0,0.10850409194140244,0.9075061769918848
2002-04,0.5255781867439837,0.0,-0.3208749642221646,-0.8406241953770394,0.5524751180304674,-0.9507175078238571,0.7861533517275177,0.0,0.06446578674950314,0.9756794619603045
2002-05,0.8475472194186133,0.0,-0.7137388238000266,-0.8142261047331754,0.7795529891876463,-0.8711983556378783,0.9092886398421952,0.0,-0.027994455848120568,1.0997679025439424
2002-06,0.4760444894094259,0.0,-0.47458129581458003,-0.8126964524219418,0.7078441877695905,-1.074771827644721,1.0193244292212689,0.0,0.05011449082137239,1.1362910994282762
2002-07,0.12105299184509037,0.0,0.5217320342663814,-0.8432199689961024,-0.40364223421028617,-0.9988066040480594,0.9669264342788528,0.0,0.18997525652124825,1.3162946956271322
2002-08,0.07977491073295843,0.0,-0.9920504603494619,-0.7854640059719504,-0.5590113039494083,-0.8232203196820921,0.8542707451526584,0.0,0.23181574610959194,1.346437636659595
2002-09,-0.044059332603437355,0.0,-1.1145393270057247,-0.7440011577174529,-0.284127565180192,-1.158955511104179,1.1372199178417048,0.0,0.2623241864553991,1.061134699787336
2002-10,-0.4981182248368886,0.0,-0.49415835009657477,-0.733177708787967,-0.379739300404267,-1.0460072181249325,1.1267403188532215,0.0,0.29567388841972453,1.241942107747058
2002-11,-0.20091604082953798,0.0,0.15929197526188932,-0.748520585000643,-0.6426715722704746,-0.9889222401590202,1.053383125933839,0.0,0.2506521657364254,1.3482356366510053
2002-12,0.005474364731121665,0.0,1.5415907404432563,-0.7340120645940944,0.40905751519435496,-1.0862110352915866,1.380870594323939,0.0,0.1997969324839073,1.4266274289935752
2003-01,-0.34951713283321273,0.0,2.529702872108789,-0.6749118616600706,0.34930018067930785,-1.0693298744923283,1.1503194165773087,0.0,0.13882754780738346,1.5471513471852782
2003-02,-0.5559075383938723,0.0,0.11034933955690326,-0.6531490810502476,-0.40364223421028617,-1.0435638922197765,1.2708348049448654,0.0,0.08251427248388811,1.5134401064499756
2003-03,-0.7457867115096801,0.0,-0.4184956808445424,-0.6291613516240849,-0.9653611786517284,-0.7515864465536615,1.016704529474148,0.0,0.06338837714402946,1.4676792439235002
2003-04,-0.052314948825863274,-1.7913348276652519,-0.34336212116769865,-0.7441402170184741,-0.9653611786517284,-1.0356786131622284,1.1372199178417048,0.0,0.01714475697777084,1.5813611929602165
2003-05,0.4512776407421458,-1.6380281183373646,-0.7581840281159061,-0.7096303338150383,-0.22437023066514486,-0.8524291702755452,1.2210567097495704,0.0,-0.03050224544489827,1.3797862555478908
2003-06,0.25314285140391324,-1.4847214090094882,-0.35129876479553457,-0.6601947523019901,-0.20046729685912568,-0.9532718939974291,1.3258526996344022,0.0,-0.04410260437654575,1.3282083342256772
2003-07,0.35221024607303014,-1.7913348276652519,0.5283459039562444,-0.5906882783415439,0.18197964403717526,-1.0124670170632486,1.3520516971056102,0.0,-0.10369510457349905,1.7639173699592026
2003-08,0.22012038651420723,-1.6380281183373646,-0.9888758028983275,-0.6380843234396141,0.6958927208665808,-0.8970753981788463,1.564263576622395,0.0,-0.16543292477838162,1.8518821272420323
2003-09,0.08803052695538552,-1.1781079903537135,-1.0827927524943817,-0.5744646932224001,0.660038320157552,-0.7278195491126007,1.551164077886791,0.0,-0.1755940722594243,1.8376718836124426
2003-10,0.24488723518148617,-1.024801281025826,-0.48225338465482165,-0.5694353818354656,1.0902911286658923,-0.8258857661240803,1.6847789649899518,0.0,-0.211797034835554,1.8096341638584372
2003-11,0.5833675003009687,-0.564881153042175,0.09579882623920437,-0.5935389940124792,1.6520100731073337,-0.6892816359721892,1.4385083887605967,0.0,-0.254537448920349,1.6224130078901415
2003-12,0.49255572185427776,-0.8714945716979388,1.5032302962420512,-0.5870032068644813,1.9149423449735412,-0.5774439456771043,1.619281471311932,0.0,-0.2754781919947179,1.6081788412914788
2004-01,1.4171847387660332,-0.564881153042175,2.1053569928071783,-0.5639888925454672,1.8312820766524749,-0.9256178871618024,1.5275849801627037,0.0,-0.3143024346457889,1.6402810734910516
2004-02,0.6411568138579536,-0.41157444371428764,-0.002086445170767727,-0.5479970729280256,1.3412719336290895,-0.8123364133773073,1.564263576622395,0.0,-0.3276588140472873,1.5902252825537226
2004-03,0.7567354409719224,-0.564881153042175,-0.45050681014347954,-0.4813644911886849,1.1141940624719098,-0.3919732974220978,1.8262535513344749,0.0,-0.3380229444980851,1.4846583111910614
2004-04,0.6246455814131007,-0.8714945716979388,-0.34336212116769865,-0.4862547432745983,1.4129807350471453,-0.7173798838814806,1.836733150322958,0.0,-0.3794189713767926,1.5155730280084132
2004-05,0.2944209325160452,-0.25826773438640027,-0.6618860854315013,-0.46022747743345754,1.102242595568901,-0.6796193926199823,2.046325130092622,0.0,-0.3660155959182572,1.410943530469065
2004-06,0.7402242085270693,-0.7181878623700623,-0.5047405416003556,-0.4394381119307833,0.6719897870605617,-0.5898826957397156,1.7057381629669182,0.0,-0.3351206879970296,1.177158707496336
2004-07,0.8310359869737602,-0.7181878623700623,0.21326115193117193,-0.50563033921689,0.8990676582177405,-0.5359074052894561,1.9467689397020316,0.0,-0.3170602032693586,1.0545295680261746
2004-08,0.7649910571943495,-0.7181878623700623,-0.9941668986502177,-0.3973031437213498,0.815407389896675,-0.7301518147493403,1.8000545538632668,0.0,-0.28081274442645987,0.9591008443924499
2004-09,0.6246455814131007,-0.8714945716979388,-1.0404639864792586,-0.3979752636762858,0.28954284616426074,-0.25514704673337435,1.760756057656455,0.0,-0.272995900258673,0.7682194741559265
2004-10,0.418255175852441,-1.024801281025826,-0.4735230766642029,-0.2950713809205736,0.37320311448532617,-0.5082533984538294,1.9074704434952197,0.0,-0.30573515343957225,0.6709845663571611
2004-11,0.5090669542991307,-1.1781079903537135,0.11034933955690326,-0.22558808351029774,0.5763780518364866,-0.3561008307236744,1.8603122480470453,0.0,-0.3100777890930035,0.48254094666921565
2004-12,0.8640584518634651,-1.024801281025826,1.4714837217307082,-0.2743283685182398,1.3173689998230702,-0.21027869829324103,1.8681719472884077,0.0,-0.31804812038324076,0.34669675908291714
2005-01,0.7319685923046434,-0.8714945716979388,2.123346718363606,-0.23870601090663401,0.31344577997027906,-0.07112018196777802,2.017506232874293,0.0,-0.32256674127153356,0.10344322495094374
2005-02,0.6163899651906736,-0.8714945716979388,0.024369033588684273,-0.19165761406111698,0.07441644191009066,-0.10488250356629418,1.9520087391962733,0.0,-0.30560066472315817,-0.13802288566015739
2005-03,0.49255572185427776,-1.3314146996816008,-0.4214057835080818,-0.16906047764516668,0.28954284616426074,-0.21638701305613048,1.8157739523459917,0.0,-0.31566981992234133,-0.14865223855055207
2005-04,0.08803052695538552,-1.3314146996816008,-0.3412456828669429,-0.09971623953591204,-0.22437023066514486,-0.04291087379007042,2.046325130092622,0.0,-0.2921942895163013,-0.2412341288645445
2005-05,0.02198559717597467,-1.3314146996816008,-0.6251129699558626,-0.11202298767629111,-0.41559370111329574,-0.1576361310639757,1.8760316465297702,0.0,-0.19023784364890173,-0.4475458141533999
2005-06,0.7732466734167753,-1.3314146996816008,-0.48357615859279457,-0.09134950492446788,0.05051350810407232,0.042050231548300857,2.1196823230120043,0.0,-0.1768214692809732,-0.6053177951923611
2005-07,0.8145247545289073,-1.3314146996816008,0.1878638923220978,-0.07883416783255694,0.22978551164921363,-0.10199493658747372,2.1851798166900243,0.0,-0.227811691207959,-0.6619362860983368
2005-08,0.20360915406935423,-1.1781079903537135,-0.9716797417046836,0.05257687163250788,0.3014943130672695,0.2029765604833335,2.2270982126439574,0.0,-0.2126009673857172,-0.7594618059648893
2005-09,-0.8035760250666639,-0.8714945716979388,-1.0206223774096697,0.16815832733132238,0.6719897870605617,-0.02003245849633907,2.3423738015172724,0.0,-0.20667346470242445,-0.7212245803529019
2005-10,-1.0264776630721766,-0.41157444371428764,-0.4915128022206297,0.11188566351806359,0.7317471215756088,0.13622933916521437,2.098723125035038,0.0,-0.23610899506524022,-0.7879337796140307
2005-11,-0.41556206261262474,-0.564881153042175,0.052147286286108416,0.06217196340297293,0.7078441877695905,0.2148600092038639,2.2244783128968364,0.0,-0.23330922996516942,-0.8697216262821126
2005-12,0.40174394340758796,-0.7181878623700623,1.765668645535814,0.10277727930117285,0.5763780518364866,0.30504094715779523,1.9677281376789981,0.0,-0.22244214171246604,-0.9312204028790585
2006-01,0.37697709474030905,-0.41157444371428764,1.952973435152735,0.17817059700485113,0.4329604490003733,0.4380911487203688,2.2087589144141115,0.0,-0.21601818068196432,-0.9780352610587617
2006-02,0.005474364731121665,-0.41157444371428764,0.04288786872030037,0.07802472371939345,0.6839412539635713,0.4517515617355579,2.0227460323685347,0.0,-0.21087361231058424,-1.1106351163076187
2006-03,0.1870979216245024,-0.25826773438640027,-0.33542547753986274,0.13858504931414026,0.20588257784319444,0.7298464738496516,1.9624883381847564,0.0,-0.24220648348675153,-1.0117451167800657
2006-04,0.0632636782881066,-0.10496102505851294,-0.37722513397979723,0.12766889418397348,0.05051350810407232,0.5272725442585546,1.6481003685302607,0.0,-0.27876541619703316,-0.8884234703104116
2006-05,-0.6219524681732844,-0.25826773438640027,-0.6158535523900546,0.2352312635238969,-0.04509822712000356,0.6242281585858724,1.4044496920480263,0.0,-0.26972617458823317,-0.843949411699357
2006-06,-0.14312672727255304,-0.10496102505851294,-0.4782850628409037,0.2010690285730141,-0.03314676021699397,0.563811372567475,1.304893501657436,0.0,-0.25535338046379824,-1.0177737049865583
2006-07,-0.15963795971740605,0.04834568426936351,0.1582337561115107,0.12407652890759165,0.06246497500708106,0.5994617187290662,1.0324239279568728,0.0,-0.23992367501408668,-1.034955181375062
2006-08,-0.38253959772291873,-0.10496102505851294,-0.9333192975034785,0.16178477603451588,0.002707640492033955,0.6502162613952566,0.9250080383249201,0.0,-0.2183254870992548,-1.030486162726336
2006-09,-0.10184864616042112,-0.25826773438640027,-1.0153312816577795,-0.001911197817645098,-0.057049694023013145,0.9391950798141351,0.7494747552678265,0.0,-0.1882230126929579,-1.0559547636276776
2006-10,0.5751118840785416,-0.25826773438640027,-0.3790770174929587,-0.022399268168106702,-0.1407099623440786,0.8848866085586272,0.5267832767625585,0.0,-0.17193687909745684,-1.0743754498141826
2006-11,0.4512776407421458,-0.41157444371428764,-0.000763671232795578,0.04015424074127776,-0.53510837014339,0.8839981264112978,0.4350867856133306,0.0,-0.17875630694834355,-1.161215827550563
2006-12,0.418255175852441,-0.25826773438640027,1.6206926219340179,0.19789384119969594,-0.4633995687253333,0.8230260390508196,0.7049364595667729,0.0,-0.17952174272838076,-1.1211639927279053
2007-01,0.8475472194186133,-0.41157444371428764,1.9913338793539401,0.09128171041675096,-0.36778783350125743,0.6253387612700342,0.6734976626013233,0.0,-0.21135357204202496,-1.1296375083736974
2007-02,0.385232710962735,-0.564881153042175,0.06934334747975236,0.18090542992493536,-0.021195293313984377,0.5786934485352421,0.6001404696819409,0.0,-0.25008782224345083,-1.1403021161658846
2007-03,0.14581984051237046,0.04834568426936351,-0.37722513397979723,0.24663412620763797,-0.6068171715614458,0.9341973677354074,0.5949006701876993,0.0,-0.21517675127778235,-1.0107403520789837
2007-04,0.038496829620826505,0.04834568426936351,-0.26928678064123274,0.2766941117783944,0.25368844545523195,0.843350068170979,0.2647933020504787,0.0,-0.19510493530054265,-0.970166996530526
2007-05,0.13756422428994336,-0.25826773438640027,-0.6052713608862735,0.34084680264952305,0.3971060482913453,0.7164081813712948,0.32505099623425704,0.0,-0.2622518016871513,-1.0227975284919688
2007-06,-0.1101042623828482,0.20165239359725085,-0.42272855744605464,0.3348672527056101,0.28954284616426074,0.7051910942612615,0.09973961798186831,0.0,-0.2882806178728452,-0.8654322379272551
2007-07,0.3109321649608982,0.04834568426936351,0.4225239889184364,0.3452039940815217,0.3971060482913453,0.7083007817769144,-0.020775770385688442,0.0,-0.13522245943251057,-0.7959599357381506
2007-08,-0.26696097060894886,0.04834568426936351,-0.9028954969301086,0.3197097888942957,-0.10485556163505066,0.8596759276281563,-0.12557176027052042,0.0,0.150932532200761,-0.600883724881064
2007-09,-0.26696097060894886,0.04834568426936351,-1.007923747605133,0.3955898141515483,-0.10485556163505066,0.7628313735692546,-0.28276574509776836,0.0,0.2920891891755268,-0.4370197077611114
2007-10,-0.4733513761696085,-0.10496102505851294,-0.3936275308106569,0.5173594087458077,0.13417377642513775,0.7162971211028787,-0.4635388276491035,0.0,0.24662050399232346,-0.3817576492015965
2007-11,-0.8696209548460759,0.04834568426936351,-0.07219346388331567,0.7204786944374881,-0.34388489969523905,0.7709387731636351,-0.3797020357412379,0.0,0.32245614139216966,-0.10323687406164184
2007-12,-0.9191546521806339,-0.25826773438640027,1.5212200217984786,0.6950076658004323,-1.0490214469727948,1.0630272790981665,-0.5761945167752979,0.0,0.5324590221776764,0.08299626328392316
2008-01,-0.6797417817302681,-0.25826773438640027,2.005884392671639,0.7303055517096552,-0.8697494434276534,1.097678082844012,-0.7202890028669418,0.0,0.6390600783628719,0.401384666384671
2008-02,-1.3071686146346742,-0.10496102505851294,0.10241269592906736,0.7534589253296904,-1.0609729138758044,0.8933271889582562,-0.9298809826366057,0.0,0.7871511535408487,0.949505341497116
2008-03,-1.414491625526217,0.04834568426936351,-0.383574448882066,0.6902101199151998,-1.1565846490998792,0.888662657684777,-1.0530162707512833,0.0,0.9843311101680311,1.0915288319950691
2008-04,-1.9841291448736376,-0.10496102505851294,-0.15949654378950756,0.8596538782095717,-1.0490214469727948,1.2048512418656177,-0.9456003811193305,0.0,0.8751252725236627,0.798338492219316
2008-05,-2.2152863991015765,-0.41157444371428764,-0.6523621130780982,0.9044541496885788,-0.8099921089126063,1.101565192238578,-0.9796590778319009,0.0,0.6396895255523344,0.5845389176104914
2008-06,-2.4959773506640737,-0.25826773438640027,-0.2891283897108218,1.004878141576079,-0.6665745060764929,1.0250446672998357,-0.4949776246145531,0.0,0.7335196532167783,0.46454130473840205
2008-07,-2.0997077719876067,-0.41157444371428764,0.2465950551680812,1.001726130752931,-0.9892641124577476,1.0363728146782853,-1.17353165911884,0.0,0.8548744715632398,0.5848259932393721
2008-08,-1.951106679983932,-0.564881153042175,-0.8904614219131661,0.8226409275877536,-1.0251185131667755,0.8460155146129671,-1.3385853431874504,0.0,0.8490499602389855,0.6187487633854293
2008-09,-1.3484466957468062,-1.1781079903537135,-0.9941668986502177,0.650415983272957,-1.6107403914142377,0.5919096204767664,-1.4983992277618192,0.0,1.250018819003678,0.7787455805482152
2008-10,-2.396909955994957,-1.1781079903537135,-0.42669687925997263,0.3997615931821853,-2.6385665450730476,0.08947296616200613,-1.6582131123361878,0.0,2.0388201386751423,1.4328474009526544
2008-11,-2.586789129110764,-1.7913348276652519,0.1307200582016808,0.010951787526818918,-3.307848691641575,0.24817808972871536,-1.9464020845194758,0.0,2.6191314506312446,1.5567125604916072
2008-12,-2.1905195504342974,-2.251254955648914,1.3497885194372292,-0.23789483165067682,-3.8337132353739896,-0.33455513865093706,-2.135034866312173,0.0,2.615774232301428,0.7626693453309017
2009-01,-2.0997077719876067,-2.4045616649767902,1.7212234412199359,-0.21525134213438613,-2.8058870817151793,-0.9989176643164757,-2.1586139640362605,0.0,2.1063484730566353,0.8898223182528401
2009-02,-2.5042329668865,-2.557868374304678,0.015109616022876223,-0.21831064675685324,-2.6863724126850856,-0.928616514409039,-2.1245552673236903,0.0,1.919330163868549,1.0934484613976627
2009-03,-2.421676804662236,-3.0177885022883397,-0.3870136611207946,-0.32832973041481844,-1.7900123949593791,-1.029570298399339,-2.2424507559441262,0.0,1.9199151147912423,1.086203579079334
2009-04,-1.7777387393129784,-2.8644817929604525,-0.20050253586665773,-0.306172948452102,-1.0490214469727948,-1.2692383576414372,-2.2214915579671595,0.0,1.6023817557989273,1.209789637312431
2009-05,-1.4805365553056278,-3.0177885022883397,-0.6460127981758295,-0.27279871620700624,-0.7502347743975593,-1.0964285799858742,-2.1297950668179317,0.0,1.161627735004175,1.611544803040104
